Rk,Player,Tm,FantPos,Age,Games_G,Games_GS,Passing_Cmp,Passing_Att,Passing_Yds,Passing_TD,Passing_Int,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Receiving_Tgt,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Fumbles_Fmb,Fumbles_FL,Scoring_TD,Scoring_2PM,Scoring_2PP,Fantasy_FantPt,Fantasy_PPR,Fantasy_DKPt,Fantasy_FDPt,Fantasy_VBD,Fantasy_PosRank,Fantasy_OvRank,Year,Fantasy_Pts
62,Greg Olsen,CAR,TE,27,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,104.0,69.0,843.0,12.22,5.0,0.0,0.0,5,0.0,0.0,114.0,183.3,186.3,148.8,19.0,6,62.0,2012,183.3000012561679
63,Torrey Smith,BAL,WR,23,16,16.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,3.0,0.0,110.0,49.0,855.0,17.45,8.0,0.0,0.0,8,0.0,0.0,134.0,183.4,186.4,158.9,16.0,24,63.0,2012,183.40000128746033
64,DeAngelo Williams,CAR,RB,29,16,10.0,0.0,0.0,0.0,0.0,0.0,173.0,737.0,4.26,5.0,20.0,13.0,187.0,14.38,2.0,2.0,2.0,7,0.0,0.0,130.0,143.4,151.4,136.9,14.0,23,64.0,2012,143.4000013768673
65,Dennis Pitta,BAL,TE,27,16,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,94.0,61.0,669.0,10.97,7.0,0.0,0.0,7,0.0,0.0,109.0,169.9,172.9,139.4,13.0,7,65.0,2012,169.90000099688768
66,Mike Wallace,PIT,WR,26,15,14.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,1.4,0.0,119.0,64.0,836.0,13.06,8.0,2.0,1.0,8,0.0,0.0,130.0,194.3,198.3,162.3,12.0,25,66.0,2012,194.3000012561679
67,Owen Daniels,HOU,TE,30,15,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,104.0,62.0,716.0,11.55,6.0,0.0,0.0,6,0.0,0.0,108.0,169.6,172.6,138.6,12.0,8,67.0,2012,169.60000106692314
68,Miles Austin,DAL,WR,28,16,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,119.0,66.0,943.0,14.29,6.0,1.0,1.0,6,0.0,0.0,128.0,194.3,198.3,161.3,10.0,26,68.0,2012,194.3000014051795
69,Kyle Rudolph,MIN,TE,23,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,93.0,53.0,493.0,9.3,9.0,0.0,0.0,9,1.0,0.0,105.0,158.3,161.3,131.8,10.0,9,69.0,2012,158.30000073462725
70,Brandon Myers,OAK,TE,27,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,105.0,79.0,806.0,10.2,4.0,0.0,0.0,4,0.0,0.0,105.0,183.6,186.6,144.1,9.0,10,70.0,2012,183.6000012010336
71,Jeremy Maclin,PHI,WR,24,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,122.0,69.0,857.0,12.42,7.0,1.0,1.0,7,0.0,0.0,126.0,194.7,198.7,160.2,7.0,27,71.0,2012,194.70000127702951
72,Jermaine Gresham,CIN,TE,24,16,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,94.0,64.0,737.0,11.52,5.0,2.0,1.0,5,0.0,0.0,102.0,165.7,169.7,133.7,6.0,11,72.0,2012,165.70000109821558
73,Brandon Lloyd,NWE,WR,31,16,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,131.0,74.0,911.0,12.31,4.0,0.0,0.0,5,0.0,0.0,121.0,195.1,198.1,158.1,3.0,28,73.0,2012,189.10000135749578
74,Justin Blackmon,JAX,WR,22,16,14.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,11.5,0.0,132.0,64.0,865.0,13.52,5.0,1.0,0.0,5,1.0,0.0,121.0,184.8,187.8,152.8,2.0,29,74.0,2012,184.8000013232231
75,Andy Dalton,CIN,QB,25,16,16.0,329.0,528.0,3669.0,27.0,16.0,47.0,120.0,2.55,4.0,0.0,0.0,0.0,,0.0,4.0,4.0,4,0.0,0.0,251.0,250.8,276.8,266.8,,12,75.0,2012,357.45000291243196
76,Josh Freeman,TAM,QB,24,16,16.0,306.0,558.0,4065.0,27.0,17.0,39.0,139.0,3.56,0.0,0.0,0.0,0.0,,0.0,10.0,2.0,0,0.0,1.0,249.0,248.5,273.5,265.5,,13,76.0,2012,360.15000323578715
77,Joe Flacco,BAL,QB,27,16,16.0,317.0,531.0,3817.0,22.0,10.0,32.0,22.0,0.69,3.0,0.0,0.0,0.0,,0.0,9.0,4.0,3,0.0,1.0,235.0,234.9,251.9,244.9,,14,77.0,2012,327.05000287666917
78,Eli Manning,NYG,QB,31,16,16.0,321.0,536.0,3948.0,26.0,15.0,20.0,30.0,1.5,0.0,0.0,0.0,0.0,,0.0,5.0,1.0,0,0.0,0.0,233.0,232.9,251.9,247.9,,15,78.0,2012,339.4000029861927
79,Sam Bradford,STL,QB,25,16,16.0,328.0,551.0,3702.0,21.0,13.0,36.0,124.0,3.44,1.0,0.0,0.0,0.0,,0.0,7.0,1.0,1,0.0,4.0,230.0,230.5,250.5,243.5,,16,,2012,322.50000294297934
80,Matt Schaub,HOU,QB,31,16,16.0,350.0,544.0,4008.0,22.0,12.0,21.0,-9.0,-0.43,0.0,1.0,1.0,-6.0,-6.0,0.0,4.0,0.0,0,0.0,1.0,225.0,225.8,240.8,237.3,,17,,2012,321.90000296384096
81,Carson Palmer,OAK,QB,33,15,15.0,345.0,565.0,4018.0,22.0,14.0,18.0,36.0,2.0,1.0,0.0,0.0,0.0,,0.0,7.0,5.0,1,0.0,2.0,224.0,224.3,246.3,238.3,,18,,2012,322.50000304728746
82,Ben Roethlisberger,PIT,QB,30,13,13.0,284.0,449.0,3265.0,26.0,8.0,26.0,92.0,3.54,0.0,0.0,0.0,0.0,,0.0,6.0,3.0,0,0.0,1.0,224.0,223.8,237.8,231.8,,19,,2012,316.45000256970525
83,Ryan Fitzpatrick,BUF,QB,30,16,16.0,306.0,505.0,3400.0,24.0,16.0,48.0,197.0,4.1,1.0,0.0,0.0,0.0,,0.0,8.0,6.0,1,0.0,0.0,214.0,213.7,241.7,229.7,,20,,2012,311.7000028267503
84,Philip Rivers,SDG,QB,31,16,16.0,338.0,527.0,3606.0,26.0,15.0,27.0,40.0,1.48,0.0,1.0,0.0,0.0,,0.0,15.0,7.0,0,0.0,0.0,208.0,208.2,233.2,223.2,,21,,2012,311.300002746284
85,Christian Ponder,MIN,QB,24,16,16.0,300.0,483.0,2935.0,18.0,12.0,60.0,253.0,4.22,2.0,1.0,1.0,-15.0,-15.0,0.0,7.0,5.0,2,0.0,1.0,193.0,194.2,217.2,205.7,,22,,2012,271.55000254139304
86,Jay Cutler,CHI,QB,29,15,15.0,255.0,434.0,3033.0,19.0,14.0,41.0,233.0,5.68,0.0,0.0,0.0,0.0,,0.0,8.0,4.0,0,0.0,0.0,185.0,184.6,208.6,198.6,,23,,2012,266.95000260695815
87,Ryan Tannehill,MIA,QB,24,16,16.0,282.0,484.0,3294.0,12.0,13.0,49.0,211.0,4.31,2.0,0.0,0.0,0.0,,0.0,9.0,4.0,2,0.0,2.0,183.0,182.9,205.9,195.9,,24,,2012,252.80000276863575
88,Colin Kaepernick,SFO,QB,25,13,7.0,136.0,218.0,1814.0,10.0,3.0,63.0,415.0,6.59,5.0,0.0,0.0,0.0,,0.0,9.0,2.0,5,0.0,0.0,174.0,174.1,185.1,177.1,,25,,2012,215.2000019699335
89,Brandon Weeden,CLE,QB,29,15,15.0,297.0,517.0,3385.0,14.0,17.0,27.0,111.0,4.11,0.0,1.0,0.0,-9.0,,0.0,6.0,1.0,0,0.0,0.0,166.0,165.6,189.6,182.6,,26,,2012,244.45000267401338
90,Michael Vick,PHI,QB,32,10,10.0,204.0,351.0,2362.0,12.0,10.0,62.0,332.0,5.35,1.0,0.0,0.0,0.0,,0.0,11.0,5.0,1,0.0,0.0,152.0,151.7,172.7,161.7,,27,,2012,209.3000022545457
91,Jake Locker,TEN,QB,24,11,11.0,177.0,314.0,2176.0,10.0,11.0,41.0,291.0,7.1,1.0,1.0,0.0,0.0,,0.0,4.0,4.0,1,0.0,0.0,132.0,132.1,153.1,143.1,,28,,2012,184.90000205487013
92,Alex Smith,SFO,QB,28,10,9.0,153.0,218.0,1737.0,13.0,5.0,31.0,132.0,4.26,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,0,0.0,0.0,123.0,122.7,134.7,127.7,,29,,2012,171.05000149086118
93,Jordy Nelson,GNB,WR,27,12,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,73.0,49.0,745.0,15.2,7.0,0.0,0.0,7,1.0,0.0,119.0,167.5,170.5,143.0,,30,,2012,167.5000011101365
94,Anquan Boldin,BAL,WR,32,15,15.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,112.0,65.0,921.0,14.17,4.0,0.0,0.0,4,1.0,0.0,118.0,183.4,186.4,150.9,,31,,2012,183.4000013768673
95,Sidney Rice,SEA,WR,26,16,16.0,1.0,2.0,25.0,0.0,0.0,2.0,6.0,3.0,0.0,82.0,50.0,748.0,14.96,7.0,0.0,0.0,7,0.0,0.0,118.0,168.4,171.4,143.4,,32,,2012,168.650001142174
96,Mark Sanchez,NYJ,QB,26,15,15.0,246.0,453.0,2883.0,13.0,18.0,22.0,28.0,1.27,0.0,0.0,0.0,0.0,,0.0,14.0,8.0,0,0.0,0.0,118.0,118.1,147.1,136.1,,30,,2012,190.95000218972564
97,Danny Woodhead,NWE,RB,27,16,2.0,0.0,0.0,0.0,0.0,0.0,76.0,301.0,3.96,4.0,55.0,40.0,446.0,11.15,3.0,1.0,0.0,7,0.0,0.0,117.0,156.7,162.7,136.7,,24,,2012,156.70000111311674
98,Denarius Moore,OAK,WR,24,15,15.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,-5.0,0.0,114.0,51.0,741.0,14.53,7.0,3.0,0.0,7,0.0,0.0,116.0,166.6,169.6,141.1,,34,,2012,166.60000109672546
99,Golden Tate,SEA,WR,24,15,15.0,1.0,1.0,23.0,1.0,0.0,3.0,20.0,6.67,0.0,68.0,45.0,688.0,15.29,7.0,1.0,1.0,7,0.0,0.0,116.0,160.7,164.7,138.2,,33,,2012,162.95000107213855
100,Vick Ballard,IND,RB,22,16,12.0,0.0,0.0,0.0,0.0,0.0,211.0,814.0,3.86,2.0,27.0,17.0,152.0,8.94,1.0,3.0,0.0,3,0.0,0.0,115.0,131.6,137.6,123.1,,25,,2012,131.60000143945217
101,Chad Henne,JAX,QB,27,10,6.0,166.0,308.0,2084.0,11.0,11.0,19.0,64.0,3.37,1.0,0.0,1.0,-6.0,-6.0,0.0,4.0,2.0,1,0.0,0.0,113.0,114.2,130.2,124.7,,31,,2012,168.00000163912773
102,Willis McGahee,DEN,RB,31,10,9.0,0.0,0.0,0.0,0.0,0.0,167.0,731.0,4.38,4.0,33.0,26.0,221.0,8.5,0.0,5.0,4.0,4,1.0,0.0,113.0,139.2,149.2,126.2,,26,,2012,139.20000141859055
103,Brian Hartline,MIA,WR,26,16,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,131.0,74.0,1083.0,14.64,1.0,1.0,1.0,1,0.0,0.0,112.0,186.3,190.3,149.3,,35,,2012,186.30000161379576
104,Malcom Floyd,SDG,WR,31,14,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,85.0,56.0,814.0,14.54,5.0,0.0,0.0,5,0.0,0.0,111.0,167.4,170.4,139.4,,36,,2012,167.40000121295452
105,Darren McFadden,OAK,RB,25,12,12.0,0.0,0.0,0.0,0.0,0.0,216.0,707.0,3.27,2.0,63.0,42.0,258.0,6.14,1.0,2.0,2.0,3,0.0,0.0,111.0,152.5,160.5,131.5,,28,,2012,152.50000143796206
106,DeMarco Murray,DAL,RB,24,10,10.0,0.0,0.0,0.0,0.0,0.0,161.0,663.0,4.12,4.0,42.0,35.0,251.0,7.17,0.0,3.0,2.0,4,0.0,0.0,111.0,146.4,154.4,128.9,,27,,2012,146.40000136196613
107,Josh Gordon,CLE,WR,21,16,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,96.0,50.0,805.0,16.1,5.0,1.0,1.0,5,0.0,0.0,109.0,158.5,162.5,133.5,,38,,2012,158.50000119954348
108,Andre Roberts,ARI,WR,24,15,15.0,0.0,0.0,0.0,0.0,0.0,4.0,29.0,7.25,0.0,114.0,64.0,759.0,11.86,5.0,1.0,0.0,5,0.0,0.0,109.0,172.8,175.8,140.8,,37,,2012,172.8000011742115
109,Danario Alexander,SDG,WR,26,10,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,62.0,37.0,658.0,17.78,7.0,0.0,0.0,7,0.0,0.0,108.0,144.8,147.8,126.3,,39,,2012,144.8000009804964
110,Antonio Brown,PIT,WR,24,13,10.0,0.0,2.0,0.0,0.0,1.0,7.0,24.0,3.43,0.0,106.0,66.0,787.0,11.92,5.0,4.0,2.0,5,0.0,0.0,105.0,171.1,177.1,139.1,,41,,2012,172.10000120848417
111,Percy Harvin,MIN,WR,24,9,8.0,0.0,0.0,0.0,0.0,0.0,22.0,96.0,4.36,1.0,85.0,62.0,677.0,10.92,3.0,2.0,1.0,5,0.0,0.0,105.0,167.3,171.3,136.3,,40,,2012,161.30000115185976
112,Santana Moss,WAS,WR,33,16,1.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,4.67,0.0,62.0,41.0,573.0,13.98,8.0,2.0,1.0,8,0.0,0.0,105.0,145.7,149.7,125.2,,42,,2012,145.70000087469816
113,Joique Bell,DET,RB,26,16,0.0,0.0,0.0,0.0,0.0,0.0,82.0,414.0,5.05,3.0,68.0,52.0,485.0,9.33,0.0,2.0,2.0,3,0.0,0.0,104.0,155.9,163.9,129.9,,29,,2012,155.9000013396144
114,Larry Fitzgerald,ARI,WR,29,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,156.0,71.0,798.0,11.24,4.0,0.0,0.0,4,0.0,0.0,104.0,174.8,177.8,139.3,,43,,2012,174.80000118911266
115,Brandon Gibson,STL,WR,25,16,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,82.0,51.0,691.0,13.55,5.0,0.0,0.0,5,0.0,0.0,99.0,150.1,153.1,124.6,,44,,2012,150.10000102967024
116,Nate Washington,TEN,WR,29,16,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,89.0,46.0,746.0,16.22,4.0,1.0,0.0,4,0.0,0.0,99.0,144.6,147.6,121.6,,45,,2012,144.60000111162663
117,Ryan Mathews,SDG,RB,25,12,9.0,0.0,0.0,0.0,0.0,0.0,184.0,707.0,3.84,1.0,56.0,39.0,252.0,6.46,0.0,2.0,2.0,1,0.0,0.0,98.0,136.9,144.9,117.4,,30,,2012,136.90000142902136
118,Donnie Avery,IND,WR,28,16,15.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,2.25,0.0,124.0,60.0,781.0,13.02,3.0,1.0,0.0,3,0.0,0.0,97.0,157.0,160.0,127.0,,47,,2012,157.00000117719173
119,Andre Brown,NYG,RB,26,10,2.0,0.0,0.0,0.0,0.0,0.0,73.0,385.0,5.27,8.0,17.0,12.0,86.0,7.17,0.0,0.0,0.0,8,1.0,0.0,97.0,109.1,112.1,103.1,,31,,2012,109.10000070184469
120,Jeremy Kerley,NYJ,WR,24,16,7.0,1.0,1.0,42.0,0.0,0.0,5.0,8.0,1.6,0.0,95.0,56.0,827.0,14.77,2.0,4.0,3.0,3,0.0,0.0,97.0,153.2,159.2,125.2,,46,,2012,147.6000012755394
121,Dwayne Bowe,KAN,WR,28,13,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,114.0,59.0,801.0,13.58,3.0,1.0,1.0,3,0.0,0.0,96.0,155.1,159.1,125.6,,48,,2012,155.100001193583
122,Antonio Gates,SDG,TE,32,15,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,80.0,49.0,538.0,10.98,7.0,0.0,0.0,7,0.0,0.0,96.0,144.8,147.8,120.3,,12,,2012,144.80000080168247
123,Brandon LaFell,CAR,WR,26,14,12.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,11.67,0.0,76.0,44.0,677.0,15.39,4.0,1.0,0.0,4,0.0,0.0,95.0,139.2,142.2,117.2,,49,,2012,139.20000106096268
124,Pierre Thomas,NOR,RB,28,15,4.0,0.0,0.0,0.0,0.0,0.0,105.0,473.0,4.5,1.0,53.0,39.0,354.0,9.08,1.0,0.0,0.0,2,0.0,0.0,95.0,133.7,139.7,114.2,,32,,2012,133.70000123232603
125,Blaine Gabbert,JAX,QB,23,10,10.0,162.0,278.0,1662.0,9.0,6.0,18.0,56.0,3.11,0.0,0.0,0.0,0.0,,0.0,5.0,3.0,0,0.0,2.0,94.0,94.1,106.1,100.1,,32,,2012,134.700001321733
126,Pierre Garcon,WAS,WR,26,10,10.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.5,0.0,68.0,44.0,633.0,14.39,4.0,0.0,0.0,5,0.0,0.0,94.0,138.2,141.2,116.2,,50,,2012,132.20000095665455
127,Martellus Bennett,NYG,TE,25,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,89.0,55.0,626.0,11.38,5.0,0.0,0.0,5,0.0,0.0,93.0,147.6,150.6,120.1,,13,,2012,147.6000009328127
128,Mark Ingram,NOR,RB,23,16,5.0,0.0,0.0,0.0,0.0,0.0,156.0,602.0,3.86,5.0,10.0,6.0,29.0,4.83,0.0,0.0,0.0,5,0.0,0.0,93.0,99.1,102.1,96.1,,33,,2012,99.10000094026327
129,Darrius Heyward-Bey,OAK,WR,25,15,14.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,8.0,0.0,80.0,41.0,606.0,14.78,5.0,0.0,0.0,5,0.0,0.0,92.0,133.2,136.2,112.7,,51,,2012,133.20000092685223
130,Felix Jones,DAL,RB,25,16,7.0,0.0,0.0,0.0,0.0,0.0,111.0,402.0,3.62,3.0,36.0,25.0,262.0,10.48,2.0,2.0,2.0,5,0.0,0.0,92.0,117.4,125.4,104.9,,34,,2012,117.4000009894371
131,Scott Chandler,BUF,TE,27,15,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,74.0,43.0,571.0,13.28,6.0,2.0,1.0,6,0.0,0.0,91.0,134.1,138.1,112.6,,14,,2012,134.1000008508563
132,Chris Givens,STL,WR,23,15,12.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,4.0,0.0,80.0,42.0,698.0,16.62,3.0,0.0,0.0,3,1.0,0.0,91.0,133.0,136.0,112.0,,52,,2012,133.00000105798244
133,Knowshon Moreno,DEN,RB,25,8,6.0,0.0,0.0,0.0,0.0,0.0,138.0,525.0,3.8,4.0,26.0,21.0,167.0,7.95,0.0,1.0,1.0,4,0.0,0.0,91.0,112.2,119.2,101.7,,35,,2012,112.20000103116035
134,Greg Little,CLE,WR,23,16,16.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,7.5,0.0,94.0,53.0,647.0,12.21,4.0,0.0,0.0,4,0.0,0.0,90.0,143.2,146.2,116.7,,53,,2012,143.20000098645687
135,Jacquizz Rodgers,ATL,RB,22,16,0.0,0.0,0.0,0.0,0.0,0.0,94.0,362.0,3.85,1.0,59.0,53.0,402.0,7.58,1.0,0.0,0.0,2,0.0,0.0,88.0,141.4,147.4,114.9,,36,,2012,141.40000113844872
136,Hakeem Nicks,NYG,WR,24,13,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,100.0,53.0,692.0,13.06,3.0,0.0,0.0,3,0.0,0.0,87.0,140.2,143.2,113.7,,54,,2012,140.20000103116035
137,Mike Tolbert,CAR,RB,27,16,5.0,0.0,0.0,0.0,0.0,0.0,54.0,183.0,3.39,7.0,39.0,27.0,268.0,9.93,0.0,0.0,0.0,7,0.0,0.0,87.0,114.1,120.1,100.6,,37,,2012,114.10000067204237
138,Nick Foles,PHI,QB,23,7,6.0,161.0,265.0,1699.0,6.0,5.0,11.0,42.0,3.82,1.0,0.0,0.0,0.0,,0.0,8.0,3.0,1,0.0,0.0,86.0,86.2,97.2,91.2,,33,,2012,120.15000132843852
139,Vernon Davis,SFO,TE,28,16,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,61.0,41.0,548.0,13.37,5.0,0.0,0.0,5,0.0,0.0,85.0,125.8,128.8,105.3,,15,,2012,125.80000081658363
140,Kevin Kolb,ARI,QB,28,6,5.0,109.0,183.0,1169.0,8.0,3.0,16.0,100.0,6.25,1.0,0.0,0.0,0.0,,0.0,2.0,2.0,1,0.0,0.0,85.0,84.8,95.8,87.8,,34,,2012,115.45000101998448
141,Kendall Wright,TEN,WR,23,15,5.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,104.0,64.0,626.0,9.78,4.0,1.0,1.0,4,0.0,0.0,85.0,149.0,153.0,117.0,,55,,2012,149.00000093877316
142,Davone Bess,MIA,WR,27,13,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,104.0,61.0,778.0,12.75,1.0,1.0,0.0,1,0.0,0.0,84.0,144.8,147.8,114.3,,57,,2012,144.80000115931034
143,Brandon Stokley,DEN,WR,36,15,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,58.0,45.0,544.0,12.09,5.0,0.0,0.0,5,0.0,0.0,84.0,129.4,132.4,106.9,,56,,2012,129.40000081062317
144,Danny Amendola,STL,WR,27,11,8.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,0.0,101.0,63.0,666.0,10.57,3.0,3.0,2.0,3,1.0,0.0,83.0,146.4,151.4,114.9,,58,,2012,146.40000100433826
145,Kenny Britt,TEN,WR,24,14,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,90.0,45.0,589.0,13.09,4.0,2.0,1.0,4,1.0,0.0,83.0,127.9,131.9,105.4,,59,,2012,127.9000008776784
146,Marcel Reece,OAK,FB,27,16,14.0,0.0,0.0,0.0,0.0,0.0,59.0,271.0,4.59,0.0,73.0,52.0,496.0,9.54,1.0,2.0,0.0,1,0.0,0.0,83.0,134.7,140.7,108.7,,38,,2012,134.70000114291906
147,Bilal Powell,NYJ,RB,24,14,2.0,0.0,0.0,0.0,0.0,0.0,110.0,437.0,3.97,4.0,36.0,17.0,140.0,8.24,0.0,0.0,0.0,4,0.0,0.0,82.0,98.7,104.7,90.2,,39,,2012,98.700000859797
148,Jonathan Dwyer,PIT,RB,23,13,6.0,0.0,0.0,0.0,0.0,0.0,156.0,623.0,3.99,2.0,25.0,18.0,106.0,5.89,0.0,2.0,2.0,2,0.0,0.0,81.0,98.9,106.9,89.9,,41,,2012,98.90000108629465
149,DeSean Jackson,PHI,WR,26,11,11.0,0.0,0.0,0.0,0.0,0.0,3.0,-7.0,-2.33,0.0,87.0,45.0,700.0,15.56,2.0,1.0,0.0,2,0.0,0.0,81.0,126.3,129.3,103.8,,60,,2012,126.30000103265047
150,Fred Jackson,BUF,RB,31,10,8.0,0.0,0.0,0.0,0.0,0.0,115.0,437.0,3.8,3.0,42.0,34.0,217.0,6.38,1.0,5.0,4.0,4,0.0,0.0,81.0,115.4,125.4,98.4,,40,,2012,115.40000097453594
151,Bryce Brown,PHI,RB,21,16,4.0,0.0,0.0,0.0,0.0,0.0,115.0,564.0,4.9,4.0,19.0,13.0,56.0,4.31,0.0,4.0,3.0,4,0.0,0.0,80.0,93.0,99.0,86.5,,42,,2012,93.000000923872
152,Andrew Hawkins,CIN,WR,26,14,2.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,5.0,0.0,80.0,51.0,533.0,10.45,4.0,1.0,0.0,4,0.0,0.0,80.0,131.3,134.3,105.8,,61,,2012,131.30000083893538
153,Aaron Hernandez,NWE,TE,23,10,10.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,83.0,51.0,483.0,9.47,5.0,0.0,0.0,5,0.0,0.0,79.0,129.8,132.8,104.3,,16,,2012,129.80000072717667
154,Matt Cassel,KAN,QB,30,9,8.0,161.0,277.0,1796.0,6.0,12.0,27.0,145.0,5.37,1.0,0.0,0.0,0.0,,0.0,9.0,7.0,1,0.0,0.0,78.0,78.3,103.3,90.3,,35,,2012,120.30000155419111
155,Lance Kendricks,STL,TE,24,16,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,64.0,42.0,519.0,12.36,4.0,1.0,0.0,4,1.0,0.0,78.0,119.9,122.9,98.9,,18,,2012,119.90000077337027
156,Marcedes Lewis,JAX,TE,28,16,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,77.0,52.0,540.0,10.38,4.0,0.0,0.0,4,0.0,0.0,78.0,130.0,133.0,104.0,,17,,2012,130.0000008046627
157,Michael Bush,CHI,RB,28,13,1.0,0.0,0.0,0.0,0.0,0.0,114.0,411.0,3.61,5.0,11.0,9.0,83.0,9.22,0.0,1.0,1.0,5,0.0,0.0,77.0,86.4,90.4,81.9,,43,,2012,86.40000073611736
158,Jermichael Finley,GNB,TE,25,16,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,87.0,61.0,667.0,10.93,2.0,1.0,1.0,2,0.0,0.0,77.0,137.7,141.7,107.2,,19,,2012,137.70000099390745
159,Matt Hasselbeck,TEN,QB,37,8,5.0,138.0,221.0,1367.0,7.0,5.0,13.0,38.0,2.92,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,0,0.0,1.0,76.0,76.5,85.5,81.5,,36,,2012,109.15000107511878
160,Rod Streater,OAK,WR,24,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,74.0,39.0,584.0,14.97,3.0,1.0,1.0,3,1.0,0.0,76.0,115.4,119.4,95.9,,62,,2012,115.40000087022781
161,Jared Cook,TEN,TE,25,13,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,73.0,44.0,523.0,11.89,4.0,1.0,1.0,4,0.0,0.0,74.0,118.3,122.3,96.3,,20,,2012,118.30000077933073
162,Leonard Hankerson,WAS,WR,23,16,5.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.5,0.0,57.0,38.0,543.0,14.29,3.0,0.0,0.0,3,0.0,0.0,73.0,110.8,113.8,91.8,,63,,2012,110.80000081658363
163,David Wilson,NYG,RB,21,16,2.0,0.0,0.0,0.0,0.0,0.0,71.0,358.0,5.04,4.0,9.0,4.0,34.0,8.5,1.0,1.0,1.0,6,0.0,0.0,73.0,77.2,81.2,75.2,,44,,2012,71.20000058412552
164,Brent Celek,PHI,TE,27,15,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,88.0,57.0,684.0,12.0,1.0,1.0,1.0,1,0.0,0.0,72.0,129.4,133.4,100.9,,21,,2012,129.40000101923943
165,Josh Morgan,WAS,WR,27,16,15.0,0.0,1.0,0.0,0.0,0.0,3.0,25.0,8.33,0.0,73.0,48.0,510.0,10.63,2.0,1.0,0.0,3,0.0,0.0,72.0,119.5,122.5,95.5,,64,,2012,113.50000079721212
166,Dwayne Allen,IND,TE,22,16,16.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,1.67,0.0,66.0,45.0,521.0,11.58,3.0,1.0,0.0,3,0.0,0.0,71.0,115.6,118.6,93.1,,23,,2012,115.60000078380108
